"","artistic","conventional","enterprising","investigative","realisitc","social","income","link","full_title","career_cluster","career_pathway","soc","title","link2"
"955",22,39,95,28,45,61,81630,"https://www.onetonline.org/link/details/11-9039.02","11-9039.02 - Fitness and Wellness Coordinators","Education & Training","Administration and Administrative Support","11-9039.02","Fitness and Wellness Coordinators","https://www.onetonline.org/link/details/11-9039.02"
"956",6,78,95,33,6,17,81690,"https://www.onetonline.org/link/details/13-2061.00","13-2061.00 - Financial Examiners","Government & Public Administration","Governance","13-2061.00","Financial Examiners","https://www.onetonline.org/link/details/13-2061.00"
"957",56,22,11,100,56,50,82090,"https://www.onetonline.org/link/details/19-1042.00","19-1042.00 - Medical Scientists, Except Epidemiologists","Health Science","Biotechnology Research and Development","19-1042.00","Medical Scientists, Except Epidemiologists","https://www.onetonline.org/link/details/19-1042.00"
"958",33,78,17,100,39,17,82240,"https://www.onetonline.org/link/details/15-1131.00","15-1131.00 - Computer Programmers","Information Technology","Programming and Software Development","15-1131.00","Computer Programmers","https://www.onetonline.org/link/details/15-1131.00"
"959",11,56,83,89,6,22,82450,"https://www.onetonline.org/link/details/13-1111.00","13-1111.00 - Management Analysts","Business Management & Administration","Operations Management","13-1111.00","Management Analysts","https://www.onetonline.org/link/details/13-1111.00"
"960",6,56,50,67,95,6,82510,"https://www.onetonline.org/link/details/51-8012.00","51-8012.00 - Power Distributors and Dispatchers","Manufacturing","Production","51-8012.00","Power Distributors and Dispatchers","https://www.onetonline.org/link/details/51-8012.00"
"961",33,28,33,61,56,100,83200,"https://www.onetonline.org/link/details/29-1122.01","29-1122.01 - Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Health Science","Therapeutic Services","29-1122.01","Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","https://www.onetonline.org/link/details/29-1122.01"
"962",39,45,33,56,33,100,83200,"https://www.onetonline.org/link/details/29-1122.00","29-1122.00 - Occupational Therapists","Health Science","Therapeutic Services","29-1122.00","Occupational Therapists","https://www.onetonline.org/link/details/29-1122.00"
"963",17,72,0,95,33,11,84060,"https://www.onetonline.org/link/details/15-2041.01","15-2041.01 - Biostatisticians","Science, Technology, Engineering & Mathematics","Science and Mathematics","15-2041.01","Biostatisticians","https://www.onetonline.org/link/details/15-2041.01"
"964",6,100,33,72,28,22,84060,"https://www.onetonline.org/link/details/15-2041.02","15-2041.02 - Clinical Data Managers","Science, Technology, Engineering & Mathematics","Science and Mathematics","15-2041.02","Clinical Data Managers","https://www.onetonline.org/link/details/15-2041.02"
"965",17,89,17,83,22,0,84060,"https://www.onetonline.org/link/details/15-2041.00","15-2041.00 - Statisticians","Science, Technology, Engineering & Mathematics","Science and Mathematics","15-2041.00","Statisticians","https://www.onetonline.org/link/details/15-2041.00"
"966",22,95,67,78,28,0,84300,"https://www.onetonline.org/link/details/13-2051.00","13-2051.00 - Financial Analysts","Finance","Business Finance","13-2051.00","Financial Analysts","https://www.onetonline.org/link/details/13-2051.00"
"967",28,56,28,83,95,6,84770,"https://www.onetonline.org/link/details/17-2051.00","17-2051.00 - Civil Engineers","Architecture & Construction","Design/Pre-Construction","17-2051.00","Civil Engineers","https://www.onetonline.org/link/details/17-2051.00"
"968",17,45,39,83,95,6,84770,"https://www.onetonline.org/link/details/17-2051.01","17-2051.01 - Transportation Engineers","Architecture & Construction","Design/Pre-Construction","17-2051.01","Transportation Engineers","https://www.onetonline.org/link/details/17-2051.01"
"969",22,39,45,83,100,6,85880,"https://www.onetonline.org/link/details/17-2141.02","17-2141.02 - Automotive Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2141.02","Automotive Engineers","https://www.onetonline.org/link/details/17-2141.02"
"970",17,33,39,78,83,11,85880,"https://www.onetonline.org/link/details/17-2141.01","17-2141.01 - Fuel Cell Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2141.01","Fuel Cell Engineers","https://www.onetonline.org/link/details/17-2141.01"
"971",22,33,33,83,72,28,85880,"https://www.onetonline.org/link/details/17-2112.01","17-2112.01 - Human Factors Engineers and Ergonomists","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2112.01","Human Factors Engineers and Ergonomists","https://www.onetonline.org/link/details/17-2112.01"
"972",17,61,61,100,56,6,85880,"https://www.onetonline.org/link/details/17-2112.00","17-2112.00 - Industrial Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2112.00","Industrial Engineers","https://www.onetonline.org/link/details/17-2112.00"
"973",28,50,11,95,89,17,85880,"https://www.onetonline.org/link/details/17-2141.00","17-2141.00 - Mechanical Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2141.00","Mechanical Engineers","https://www.onetonline.org/link/details/17-2141.00"
"974",39,33,22,83,61,95,86140,"https://www.onetonline.org/link/details/25-1041.00","25-1041.00 - Agricultural Sciences Teachers, Postsecondary","Education & Training","Teaching/Training","25-1041.00","Agricultural Sciences Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1041.00"
"975",33,56,45,100,61,11,86800,"https://www.onetonline.org/link/details/17-2081.00","17-2081.00 - Environmental Engineers","Agriculture, Food & Natural Resources","Environmental Service Systems","17-2081.00","Environmental Engineers","https://www.onetonline.org/link/details/17-2081.00"
"976",22,39,50,89,78,11,86800,"https://www.onetonline.org/link/details/17-2081.01","17-2081.01 - Water/Wastewater Engineers","Agriculture, Food & Natural Resources","Environmental Service Systems","17-2081.01","Water/Wastewater Engineers","https://www.onetonline.org/link/details/17-2081.01"
"977",22,33,28,78,56,100,86850,"https://www.onetonline.org/link/details/29-1123.00","29-1123.00 - Physical Therapists","Health Science","Therapeutic Services","29-1123.00","Physical Therapists","https://www.onetonline.org/link/details/29-1123.00"
"978",22,100,45,72,39,22,87020,"https://www.onetonline.org/link/details/15-1141.00","15-1141.00 - Database Administrators","Information Technology","Network Systems","15-1141.00","Database Administrators","https://www.onetonline.org/link/details/15-1141.00"
"979",50,28,72,89,0,50,87100,"https://www.onetonline.org/link/details/19-3032.00","19-3032.00 - Industrial-Organizational Psychologists","Human Services","Counseling & Mental Health Services","19-3032.00","Industrial-Organizational Psychologists","https://www.onetonline.org/link/details/19-3032.00"
"980",39,22,28,83,45,89,87340,"https://www.onetonline.org/link/details/25-1054.00","25-1054.00 - Physics Teachers, Postsecondary","Education & Training","Teaching/Training","25-1054.00","Physics Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1054.00"
"981",50,17,33,89,39,95,87380,"https://www.onetonline.org/link/details/25-1051.00","25-1051.00 - Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Education & Training","Teaching/Training","25-1051.00","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1051.00"
"982",39,28,22,83,56,89,87420,"https://www.onetonline.org/link/details/25-1043.00","25-1043.00 - Forestry and Conservation Science Teachers, Postsecondary","Education & Training","Teaching/Training","25-1043.00","Forestry and Conservation Science Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1043.00"
"983",6,56,100,22,45,61,87910,"https://www.onetonline.org/link/details/33-1012.00","33-1012.00 - First-Line Supervisors of Police and Detectives","Law, Public Safety, Corrections & Security","Law Enforcement Services","33-1012.00","First-Line Supervisors of Police and Detectives","https://www.onetonline.org/link/details/33-1012.00"
"984",28,45,22,100,78,17,88040,"https://www.onetonline.org/link/details/17-2031.00","17-2031.00 - Biomedical Engineers","Health Science","Biotechnology Research and Development","17-2031.00","Biomedical Engineers","https://www.onetonline.org/link/details/17-2031.00"
"985",11,89,39,89,56,17,88270,"https://www.onetonline.org/link/details/15-1121.00","15-1121.00 - Computer Systems Analysts","Information Technology","Programming and Software Development","15-1121.00","Computer Systems Analysts","https://www.onetonline.org/link/details/15-1121.00"
"986",17,39,28,67,33,72,88270,"https://www.onetonline.org/link/details/15-1121.01","15-1121.01 - Informatics Nurse Specialists","Information Technology","Programming and Software Development","15-1121.01","Informatics Nurse Specialists","https://www.onetonline.org/link/details/15-1121.01"
"987",22,50,72,78,11,11,88510,"https://www.onetonline.org/link/details/15-1199.08","15-1199.08 - Business Intelligence Analysts","Information Technology","Information Support and Services","15-1199.08","Business Intelligence Analysts","https://www.onetonline.org/link/details/15-1199.08"
"988",17,83,11,89,56,0,88510,"https://www.onetonline.org/link/details/15-1199.01","15-1199.01 - Software Quality Assurance Engineers and Testers","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.01"
"989",28,56,11,89,78,0,88510,"https://www.onetonline.org/link/details/15-1199.02","15-1199.02 - Computer Systems Engineers/Architects","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.02"
"990",17,89,61,56,50,0,88510,"https://www.onetonline.org/link/details/15-1199.03","15-1199.03 - Web Administrators","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.03"
"991",22,67,17,100,72,0,88510,"https://www.onetonline.org/link/details/15-1199.04","15-1199.04 - Geospatial Information Scientists and Technologists","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.04"
"992",11,56,17,78,67,6,88510,"https://www.onetonline.org/link/details/15-1199.05","15-1199.05 - Geographic Information Systems Technicians","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.05"
"993",28,50,45,72,28,11,88510,"https://www.onetonline.org/link/details/15-1199.06","15-1199.06 - Database Architects","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.06"
"994",17,61,33,78,11,11,88510,"https://www.onetonline.org/link/details/15-1199.07","15-1199.07 - Data Warehousing Specialists","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.07"
"995",22,50,72,78,11,11,88510,"https://www.onetonline.org/link/details/15-1199.08","15-1199.08 - Business Intelligence Analysts","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.08"
"996",17,39,95,33,11,17,88510,"https://www.onetonline.org/link/details/15-1199.09","15-1199.09 - Information Technology Project Managers","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.09"
"997",28,45,72,56,6,11,88510,"https://www.onetonline.org/link/details/15-1199.10","15-1199.10 - Search Marketing Strategists","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.10"
"998",83,39,61,33,17,11,88510,"https://www.onetonline.org/link/details/15-1199.11","15-1199.11 - Video Game Designers","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.11"
"999",17,100,28,33,17,22,88510,"https://www.onetonline.org/link/details/15-1199.12","15-1199.12 - Document Management Specialists","Information Technology","Information Support and Services","15-1199.00","Computer Occupations, All Other","https://www.onetonline.org/link/details/15-1199.12"
"1000",28,56,11,89,78,0,88510,"https://www.onetonline.org/link/details/15-1199.02","15-1199.02 - Computer Systems Engineers/Architects","Information Technology","Information Support and Services","15-1199.02","Computer Systems Engineers/Architects","https://www.onetonline.org/link/details/15-1199.02"
"1001",17,61,33,78,11,11,88510,"https://www.onetonline.org/link/details/15-1199.07","15-1199.07 - Data Warehousing Specialists","Information Technology","Information Support and Services","15-1199.07","Data Warehousing Specialists","https://www.onetonline.org/link/details/15-1199.07"
"1002",28,50,45,72,28,11,88510,"https://www.onetonline.org/link/details/15-1199.06","15-1199.06 - Database Architects","Information Technology","Information Support and Services","15-1199.06","Database Architects","https://www.onetonline.org/link/details/15-1199.06"
"1003",17,100,28,33,17,22,88510,"https://www.onetonline.org/link/details/15-1199.12","15-1199.12 - Document Management Specialists","Information Technology","Information Support and Services","15-1199.12","Document Management Specialists","https://www.onetonline.org/link/details/15-1199.12"
"1004",11,56,17,78,67,6,88510,"https://www.onetonline.org/link/details/15-1199.05","15-1199.05 - Geographic Information Systems Technicians","Information Technology","Information Support and Services","15-1199.05","Geographic Information Systems Technicians","https://www.onetonline.org/link/details/15-1199.05"
"1005",22,67,17,100,72,0,88510,"https://www.onetonline.org/link/details/15-1199.04","15-1199.04 - Geospatial Information Scientists and Technologists","Information Technology","Information Support and Services","15-1199.04","Geospatial Information Scientists and Technologists","https://www.onetonline.org/link/details/15-1199.04"
"1006",17,39,95,33,11,17,88510,"https://www.onetonline.org/link/details/15-1199.09","15-1199.09 - Information Technology Project Managers","Information Technology","Information Support and Services","15-1199.09","Information Technology Project Managers","https://www.onetonline.org/link/details/15-1199.09"
"1007",28,45,72,56,6,11,88510,"https://www.onetonline.org/link/details/15-1199.10","15-1199.10 - Search Marketing Strategists","Information Technology","Information Support and Services","15-1199.10","Search Marketing Strategists","https://www.onetonline.org/link/details/15-1199.10"
"1008",17,83,11,89,56,0,88510,"https://www.onetonline.org/link/details/15-1199.01","15-1199.01 - Software Quality Assurance Engineers and Testers","Information Technology","Information Support and Services","15-1199.01","Software Quality Assurance Engineers and Testers","https://www.onetonline.org/link/details/15-1199.01"
"1009",83,39,61,33,17,11,88510,"https://www.onetonline.org/link/details/15-1199.11","15-1199.11 - Video Game Designers","Information Technology","Information Support and Services","15-1199.11","Video Game Designers","https://www.onetonline.org/link/details/15-1199.11"
"1010",17,89,61,56,50,0,88510,"https://www.onetonline.org/link/details/15-1199.03","15-1199.03 - Web Administrators","Information Technology","Information Support and Services","15-1199.03","Web Administrators","https://www.onetonline.org/link/details/15-1199.03"
"1011",17,50,61,95,72,22,88510,"https://www.onetonline.org/link/details/17-2111.02","17-2111.02 - Fire-Prevention and Protection Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2111.02","Fire-Prevention and Protection Engineers","https://www.onetonline.org/link/details/17-2111.02"
"1012",11,72,33,89,67,28,88510,"https://www.onetonline.org/link/details/17-2111.01","17-2111.01 - Industrial Safety and Health Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2111.00","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","https://www.onetonline.org/link/details/17-2111.01"
"1013",17,50,61,95,72,22,88510,"https://www.onetonline.org/link/details/17-2111.02","17-2111.02 - Fire-Prevention and Protection Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2111.00","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","https://www.onetonline.org/link/details/17-2111.02"
"1014",0,61,39,83,78,6,88510,"https://www.onetonline.org/link/details/17-2111.03","17-2111.03 - Product Safety Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2111.00","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","https://www.onetonline.org/link/details/17-2111.03"
"1015",11,72,33,89,67,28,88510,"https://www.onetonline.org/link/details/17-2111.01","17-2111.01 - Industrial Safety and Health Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2111.01","Industrial Safety and Health Engineers","https://www.onetonline.org/link/details/17-2111.01"
"1016",0,61,39,83,78,6,88510,"https://www.onetonline.org/link/details/17-2111.03","17-2111.03 - Product Safety Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2111.03","Product Safety Engineers","https://www.onetonline.org/link/details/17-2111.03"
"1017",33,39,22,100,67,6,89850,"https://www.onetonline.org/link/details/19-2042.00","19-2042.00 - Geoscientists, Except Hydrologists and Geographers","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-2042.00","Geoscientists, Except Hydrologists and Geographers","https://www.onetonline.org/link/details/19-2042.00"
"1018",17,28,11,100,78,45,90420,"https://www.onetonline.org/link/details/29-1131.00","29-1131.00 - Veterinarians","Health Science","Therapeutic Services","29-1131.00","Veterinarians","https://www.onetonline.org/link/details/29-1131.00"
"1019",6,78,95,33,0,45,90640,"https://www.onetonline.org/link/details/13-2052.00","13-2052.00 - Personal Financial Advisors","Finance","Securities & Investments","13-2052.00","Personal Financial Advisors","https://www.onetonline.org/link/details/13-2052.00"
"1020",72,33,17,100,72,6,90970,"https://www.onetonline.org/link/details/17-2121.02","17-2121.02 - Marine Architects","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2121.02","Marine Architects","https://www.onetonline.org/link/details/17-2121.02"
"1021",28,45,45,95,83,0,90970,"https://www.onetonline.org/link/details/17-2121.01","17-2121.01 - Marine Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2121.01","Marine Engineers","https://www.onetonline.org/link/details/17-2121.01"
"1022",28,45,45,95,83,0,90970,"https://www.onetonline.org/link/details/17-2121.01","17-2121.01 - Marine Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2121.00","Marine Engineers and Naval Architects","https://www.onetonline.org/link/details/17-2121.01"
"1023",72,33,17,100,72,6,90970,"https://www.onetonline.org/link/details/17-2121.02","17-2121.02 - Marine Architects","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2121.00","Marine Engineers and Naval Architects","https://www.onetonline.org/link/details/17-2121.02"
"1024",67,39,11,100,61,6,91190,"https://www.onetonline.org/link/details/19-1021.00","19-1021.00 - Biochemists and Biophysicists","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-1021.00","Biochemists and Biophysicists","https://www.onetonline.org/link/details/19-1021.00"
"1025",6,61,100,17,78,17,91370,"https://www.onetonline.org/link/details/11-9021.00","11-9021.00 - Construction Managers","Architecture & Construction","Construction","11-9021.00","Construction Managers","https://www.onetonline.org/link/details/11-9021.00"
"1026",22,45,33,95,56,45,92070,"https://www.onetonline.org/link/details/19-2021.00","19-2021.00 - Atmospheric and Space Scientists","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-2021.00","Atmospheric and Space Scientists","https://www.onetonline.org/link/details/19-2021.00"
"1027",33,67,100,33,0,61,92360,"https://www.onetonline.org/link/details/11-9033.00","11-9033.00 - Education Administrators, Postsecondary","Education & Training","Administration and Administrative Support","11-9033.00","Education Administrators, Postsecondary","https://www.onetonline.org/link/details/11-9033.00"
"1028",6,72,100,17,33,6,92460,"https://www.onetonline.org/link/details/11-3071.03","11-3071.03 - Logistics Managers","Transportation, Distribution & Logistics","Logistics Planning and Management Services","11-3071.03","Logistics Managers","https://www.onetonline.org/link/details/11-3071.03"
"1029",0,67,100,0,39,22,92460,"https://www.onetonline.org/link/details/11-3071.02","11-3071.02 - Storage and Distribution Managers","Transportation, Distribution & Logistics","Logistics Planning and Management Services","11-3071.02","Storage and Distribution Managers","https://www.onetonline.org/link/details/11-3071.02"
"1030",11,72,100,17,28,17,92460,"https://www.onetonline.org/link/details/11-3071.01","11-3071.01 - Transportation Managers","Transportation, Distribution & Logistics","Logistics Planning and Management Services","11-3071.01","Transportation Managers","https://www.onetonline.org/link/details/11-3071.01"
"1031",11,72,100,17,28,17,92460,"https://www.onetonline.org/link/details/11-3071.01","11-3071.01 - Transportation Managers","Transportation, Distribution & Logistics","Logistics Planning and Management Services","11-3071.00","Transportation, Storage, and Distribution Managers","https://www.onetonline.org/link/details/11-3071.01"
"1032",0,67,100,0,39,22,92460,"https://www.onetonline.org/link/details/11-3071.02","11-3071.02 - Storage and Distribution Managers","Transportation, Distribution & Logistics","Logistics Planning and Management Services","11-3071.00","Transportation, Storage, and Distribution Managers","https://www.onetonline.org/link/details/11-3071.02"
"1033",6,72,100,17,33,6,92460,"https://www.onetonline.org/link/details/11-3071.03","11-3071.03 - Logistics Managers","Transportation, Distribution & Logistics","Logistics Planning and Management Services","11-3071.00","Transportation, Storage, and Distribution Managers","https://www.onetonline.org/link/details/11-3071.03"
"1034",100,33,89,6,33,22,92500,"https://www.onetonline.org/link/details/27-1011.00","27-1011.00 - Art Directors","Arts, Audio/Video Technology & Communications","Visual Arts","27-1011.00","Art Directors","https://www.onetonline.org/link/details/27-1011.00"
"1035",0,50,33,11,95,0,93370,"https://www.onetonline.org/link/details/51-8011.00","51-8011.00 - Nuclear Power Reactor Operators","Manufacturing","Production","51-8011.00","Nuclear Power Reactor Operators","https://www.onetonline.org/link/details/51-8011.00"
"1036",0,72,100,22,17,28,94020,"https://www.onetonline.org/link/details/11-3011.00","11-3011.00 - Administrative Services Managers","Business Management & Administration","Operations Management","11-3011.00","Administrative Services Managers","https://www.onetonline.org/link/details/11-3011.00"
"1037",11,45,56,89,78,6,94240,"https://www.onetonline.org/link/details/17-2151.00","17-2151.00 - Mining and Geological Engineers, Including Mining Safety Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2151.00","Mining and Geological Engineers, Including Mining Safety Engineers","https://www.onetonline.org/link/details/17-2151.00"
"1038",28,56,95,17,6,89,94390,"https://www.onetonline.org/link/details/11-9032.00","11-9032.00 - Education Administrators, Elementary and Secondary School","Education & Training","Administration and Administrative Support","11-9032.00","Education Administrators, Elementary and Secondary School","https://www.onetonline.org/link/details/11-9032.00"
"1039",28,39,56,100,83,6,94610,"https://www.onetonline.org/link/details/17-2131.00","17-2131.00 - Materials Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2131.00","Materials Engineers","https://www.onetonline.org/link/details/17-2131.00"
"1040",33,39,95,67,0,50,94790,"https://www.onetonline.org/link/details/23-1021.00","23-1021.00 - Administrative Law Judges, Adjudicators, and Hearing Officers","Law, Public Safety, Corrections & Security","Legal Services","23-1021.00","Administrative Law Judges, Adjudicators, and Hearing Officers","https://www.onetonline.org/link/details/23-1021.00"
"1041",17,45,33,89,83,0,95060,"https://www.onetonline.org/link/details/17-2071.00","17-2071.00 - Electrical Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2071.00","Electrical Engineers","https://www.onetonline.org/link/details/17-2071.00"
"1042",11,89,22,72,61,22,95510,"https://www.onetonline.org/link/details/15-1122.00","15-1122.00 - Information Security Analysts","Information Technology","Network Systems","15-1122.00","Information Security Analysts","https://www.onetonline.org/link/details/15-1122.00"
"1043",22,45,28,95,83,6,97250,"https://www.onetonline.org/link/details/17-2199.01","17-2199.01 - Biochemical Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.01","Biochemical Engineers","https://www.onetonline.org/link/details/17-2199.01"
"1044",33,39,11,100,83,0,97250,"https://www.onetonline.org/link/details/17-2199.03","17-2199.03 - Energy Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.03","Energy Engineers","https://www.onetonline.org/link/details/17-2199.03"
"1045",22,45,28,95,83,6,97250,"https://www.onetonline.org/link/details/17-2199.01","17-2199.01 - Biochemical Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.01"
"1046",22,56,28,83,72,6,97250,"https://www.onetonline.org/link/details/17-2199.02","17-2199.02 - Validation Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.02"
"1047",33,39,11,100,83,0,97250,"https://www.onetonline.org/link/details/17-2199.03","17-2199.03 - Energy Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.03"
"1048",17,45,39,83,95,0,97250,"https://www.onetonline.org/link/details/17-2199.04","17-2199.04 - Manufacturing Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.04"
"1049",45,50,11,100,72,0,97250,"https://www.onetonline.org/link/details/17-2199.05","17-2199.05 - Mechatronics Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.05"
"1050",22,50,11,100,83,0,97250,"https://www.onetonline.org/link/details/17-2199.06","17-2199.06 - Microsystems Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.06"
"1051",50,50,11,100,72,6,97250,"https://www.onetonline.org/link/details/17-2199.07","17-2199.07 - Photonics Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.07"
"1052",28,50,11,95,83,0,97250,"https://www.onetonline.org/link/details/17-2199.08","17-2199.08 - Robotics Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.08"
"1053",28,33,61,95,67,6,97250,"https://www.onetonline.org/link/details/17-2199.09","17-2199.09 - Nanosystems Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.09"
"1054",17,39,50,56,83,6,97250,"https://www.onetonline.org/link/details/17-2199.10","17-2199.10 - Wind Energy Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.10"
"1055",17,39,39,78,89,6,97250,"https://www.onetonline.org/link/details/17-2199.11","17-2199.11 - Solar Energy Systems Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.00","Engineers, All Other","https://www.onetonline.org/link/details/17-2199.11"
"1056",17,45,39,83,95,0,97250,"https://www.onetonline.org/link/details/17-2199.04","17-2199.04 - Manufacturing Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.04","Manufacturing Engineers","https://www.onetonline.org/link/details/17-2199.04"
"1057",45,50,11,100,72,0,97250,"https://www.onetonline.org/link/details/17-2199.05","17-2199.05 - Mechatronics Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.05","Mechatronics Engineers","https://www.onetonline.org/link/details/17-2199.05"
"1058",22,50,11,100,83,0,97250,"https://www.onetonline.org/link/details/17-2199.06","17-2199.06 - Microsystems Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.06","Microsystems Engineers","https://www.onetonline.org/link/details/17-2199.06"
"1059",28,33,61,95,67,6,97250,"https://www.onetonline.org/link/details/17-2199.09","17-2199.09 - Nanosystems Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.09","Nanosystems Engineers","https://www.onetonline.org/link/details/17-2199.09"
"1060",50,50,11,100,72,6,97250,"https://www.onetonline.org/link/details/17-2199.07","17-2199.07 - Photonics Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.07","Photonics Engineers","https://www.onetonline.org/link/details/17-2199.07"
"1061",28,50,11,95,83,0,97250,"https://www.onetonline.org/link/details/17-2199.08","17-2199.08 - Robotics Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.08","Robotics Engineers","https://www.onetonline.org/link/details/17-2199.08"
"1062",17,39,39,78,89,6,97250,"https://www.onetonline.org/link/details/17-2199.11","17-2199.11 - Solar Energy Systems Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.11","Solar Energy Systems Engineers","https://www.onetonline.org/link/details/17-2199.11"
"1063",22,56,28,83,72,6,97250,"https://www.onetonline.org/link/details/17-2199.02","17-2199.02 - Validation Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.02","Validation Engineers","https://www.onetonline.org/link/details/17-2199.02"
"1064",17,39,50,56,83,6,97250,"https://www.onetonline.org/link/details/17-2199.10","17-2199.10 - Wind Energy Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2199.10","Wind Energy Engineers","https://www.onetonline.org/link/details/17-2199.10"
"1065",56,17,0,100,28,67,97740,"https://www.onetonline.org/link/details/19-3039.01","19-3039.01 - Neuropsychologists and Clinical Neuropsychologists","Human Services","Counseling & Mental Health Services","19-3039.01","Neuropsychologists and Clinical Neuropsychologists","https://www.onetonline.org/link/details/19-3039.01"
